구분,유저,챗봇
증상/두통,골치가 아프다 못해 머리가 터질 거 같았어요.,"극심한 두통은 종종 개인의 심리적 상태를 반영합니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/두통,머리도 너무 아파. 두뇌가 숨을 쉬는 것처럼 팽창하는 느낌이야.,"두통의 질감은 종종 개인의 감정적 상태와 연결됩니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/두통/불면,저녁엔 두통이 심해서 못 자.,"수면의 부족은 종종 두통을 악화시킬 수 있습니다. 이러한 경험을 수용하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/두통/불면,새벽까지 두통 때문에 뒤척이다가 해가 뜨면 지쳐서 잠들어.,"수면 부족과 두통의 악순환은 종종 개인의 건강에 부정적인 영향을 미칩니다. 이러한 상황을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/두통/불면,"아티반을 처방받았는데, 머리가 아프고 술 마신 것처럼 몽롱하고, 잠도 2시간 밖에 못 잤어.",약물의 부작용은 종종 개인의 정신적 상태에 영향을 미칠 수 있습니다. 필요한 지원을 요청하는 것이 중요합니다.
증상/두통/불면,머리가 너무 무겁고 아픈데… 잠도 안 오고 큰일이야.,"지속적인 두통과 수면 부족은 종종 심리적 고통의 표현입니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/두통/불면,다리가 붓는 건 괜찮았는데 잠을 못자니까 두통이 오더라고요.,"신체적 증상은 종종 정신적 스트레스와 연결될 수 있습니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/떨림,그때부터 몸이 절절거려서 아무것도 할 수가 없어요.,"신체적 불편함은 종종 심리적 고통의 표현입니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/떨림,학부모 눈을 못 마주치겠어요. 잘못한 것도 없는데 너무 떨리네요.,"사회적 상황에서의 불안감은 종종 개인의 심리적 상태를 반영합니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/떨림,떨면서 문 열고 무릎 꿇고 싹싹 빌었죠. 잘못했다고.,"감정의 표현은 종종 심리적 부담을 줄이는 데 도움이 됩니다. 이러한 경험을 소중히 여기고, 긍정적인 방향으로 나아가는 것이 중요합니다."
증상/떨림,근데 제가 느끼기엔 분명 엄청 떨리거든요.,"자신의 감정을 인식하는 것은 개인의 성장에 중요한 요소입니다. 이러한 감정을 수용하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/떨림,별로 안 떨릴 줄 알았는데 엄청 떨리는 거야.,"감정의 변동은 종종 심리적 고통과 연결됩니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/만성피로,"회사에서 야근을 많이 하는 것도 아닌데, 난 왜 이렇게 피곤할까? ","지속적인 피로는 종종 심리적 스트레스와 관련이 있습니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/만성피로,잠을 많이 자면 많이 잔 대로 피곤하고… 적게 자면 적게 자는 대로 피곤해요.,"수면의 질과 양 모두가 중요합니다. 수면 부족이나 과도한 수면은 모두 신체적, 정신적 피로를 초래할 수 있습니다."
증상/만성피로,"조금만 움직여도 피로가 금방 느껴지니까, 생활 반경이 작아지는 게 느껴져요.","활동의 제한은 종종 정서적 고립을 초래합니다. 이러한 상황을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/만성피로,점점 집에만 있게 되고… 낮잠도 엄청 많이 자거든요. 그러다 보니까 또 더 피곤해지고… 악순환이에요.,"수면과 활동의 균형을 맞추는 것이 중요합니다. 이러한 악순환을 인식하고, 필요한 변화를 모색하는 것이 필요합니다."
증상/만성피로,근데 뭘 하고 싶어도 몸이 안 따라주니까… 사람 환장하죠.,"의욕의 상실은 종종 우울감과 관련이 있습니다. 이러한 감정을 수용하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/메스꺼움,특별히 뭐 잘 못 먹은 것도 아닌데 속이 안 좋아요.,"신체적 불편감은 종종 심리적 요인과 연결될 수 있습니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/메스꺼움,특히 밤에 잘 때 누워있으면 속이 이상해요. ,"수면 중의 불편감은 종종 불안과 관련이 있습니다. 이러한 상황을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/메스꺼움,"빈속이어도 속이 안 좋을 수 있긴 한데, 그렇다고 밥을 아예 안 먹은 것도 아니거든요. ","식사와 소화는 종종 심리적 상태에 영향을 미칩니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/메스꺼움,누워서 울렁거리는 느낌을 진정시키려고 하면 가위 눌린 것처럼 뭔가 굳은 느낌이 들어요.,"신체적 증상은 종종 감정적 고통을 반영하며, 이러한 경험을 이해하고 필요한 지원을 요청하는 것이 중요합니다."
증상/메스꺼움,처음엔 그냥 멀미하는 줄 알았어요. ,"불편한 신체적 감각은 종종 스트레스의 표현입니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력,살 이유가 없어. ,"존재의 의미 상실은 종종 우울감의 징후입니다. 이러한 감정을 수용하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력,남들하고 다 똑같이 살아서 뭘 하나 싶어. ,"개인의 삶의 의미는 종종 내면의 갈등에서 비롯됩니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력,사는 게 의미가 없어.,"삶의 의미 상실은 종종 심리적 고통의 표현입니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력,아무것도 못 하겠어.,"의욕의 상실은 종종 우울감과 연관됩니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력,하기 싫은 건 그냥 안 했어요. ,자기 보호의 일환으로 활동을 중단하는 것은 자연스러운 반응입니다. 그러나 장기적으로는 도움이 되지 않을 수 있습니다.
증상/무기력/은둔,방학 되면 그냥 집에 있었어요. 아무것도 안 하고… ,"일상에서의 회피는 종종 우울감의 결과입니다. 이러한 상황을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력/은둔,아무 것도 하기 싫어서 종강하자마자 집에만 틀어박혀 있고…,"사회적 고립은 종종 심리적 부담을 증가시킬 수 있습니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력/은둔,하루를 대부분 누워서 흘려 보내는 거 같아요.,"비활동적인 생활은 종종 우울감과 관련이 있습니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력/은둔,나가는 게 귀찮아요.,"외출에 대한 회피는 종종 불안감의 표현입니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력/은둔,다 귀찮아서 집 밖으로 못 나가겠어요.,"사회적 고립은 종종 심리적 고통의 결과입니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력/의욕상실,기운도 하나도 없고 하고 싶은 일도 없고. 그냥 무슨 욕구 같은 게 없고…,"의욕의 상실은 종종 우울증의 증상일 수 있습니다. 이러한 감정을 수용하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력/의욕상실,1월부터 에너지가 없어서 아무것도 하기 싫어. 의욕이 안 생겨.,"에너지 부족과 의욕 상실은 종종 심리적 스트레스와 관련됩니다. 이러한 상황을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력/의욕상실,"뭘 하고 싶은 의지가 없고, 기운도 없어요. ","의욕의 결여는 종종 우울감과 연결됩니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력/의욕상실,"임용 안 붙으면 취업해야 하는데, 하고 싶은 것도 없고… 다 귀찮고, 잠만 자고 싶어.","미래에 대한 불안감은 종종 심리적 고통을 유발합니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/무기력/의욕상실,손 끝하나 움직이기 싫을 정도로 몸이 축축 처지고 하고 싶은 게 없어.,"극심한 피로와 무기력은 종종 우울증의 증상일 수 있습니다. 이러한 감정을 수용하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/반복사고,"지옥을 맛보게 해준다고 협박한 게 생각나고, 목 조르고, 때리는 게 계속 떠올라. ","트라우마 경험은 종종 반복적으로 떠오릅니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/반복사고,요즘은 다른 생각은 하나도 안 들어. ,"심리적 고통은 종종 개인의 사고를 제한합니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/반복사고,왠지 뭘 자꾸 빼먹은 거 같고…,"불안감은 종종 기억의 혼란으로 나타날 수 있습니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/반복사고,운전 중에도 자꾸 읽었던 신문 구절 같은 게 생각이 나요.,"반복적인 생각은 종종 불안감의 결과입니다. 이러한 상황을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/반복사고,"그래서 그만 생각하고 즐거운 일을 하자, 싶어도 멍하니 있다가 생각이 그쪽으로 빠진다니까.","긍정적인 활동을 시도하는 것은 중요하지만, 불안감이 방해가 될 수 있습니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/반복사고/트라우마,그 때 그 상황을 잊을 수가 없어요. ,"트라우마의 기억은 종종 개인의 삶에 깊은 영향을 미칩니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/반복사고/트라우마,눈 감으면 눈앞에 솥뚜껑 같은 남편 손이 막 날아다녀.,"불안한 기억은 종종 시각적 이미지로 떠오릅니다. 이러한 감정을 수용하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/반복사고/트라우마,그 남자 무서운 눈빛 같은 게… 자꾸 눈앞에 어른거리고.,"부정적인 경험은 종종 감정적 고통을 유발합니다. 이러한 경험을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/반복사고/트라우마,눈 감으면 그 얼굴이 확 튀어나와서 눈도 못 감겠어.,"강렬한 트라우마의 기억은 종종 개인의 심리적 상태에 큰 영향을 미칩니다. 이러한 감정을 이해하고, 필요한 지원을 요청하는 것이 중요합니다."
증상/반복사고/트라우마,잊으려고 해도 사고 때 상황이 자꾸 떠올라서 힘들어. 피투성이 사람들이 자꾸 살려달라고 하는 것만 같아.,"트라우마의 재경험은 종종 심리적 고통을 증가시킵니다. 이러한 감정을 수용하고, 필요한 지원을 요청하는 것이 중요합니다."
